model,is_default,mae,rmse,r2
linear_regression,False,7.998593293669099,11.481063594919803,0.7488801757234207
decision_tree,False,3.8651326814708433,5.40910906951733,0.9442598374332961
random_forest,True,5.519946542017589,7.447494981430275,0.8943335317144534
